* Measurement data measured by REW V5.20.13
* Source: In 1-2 (MOTU M Series), LINE_IN (Ö÷Òô), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at 0.0 dBFS with no timing reference
* Dated: 2026-8-4 10:33:04
* REW Settings:
3878.906566 85.045 -169.1074
3879.272777 85.044 -169.1621
3879.638988 85.043 -169.2168
3880.005199 85.043 -169.2714
3880.371410 85.042 -169.3259
3880.737620 85.041 -169.3806
3881.103831 85.040 -169.4352
3881.470042 85.040 -169.4897
3881.836253 85.039 -169.5444
3882.202464 85.038 -169.5990
3882.568675 85.037 -169.6536
3882.934886 85.037 -169.7083
3883.301097 85.036 -169.7627
3883.667308 85.035 -169.8174
3884.033519 85.034 -169.8718
3884.399730 85.034 -169.9265
3884.765941 85.033 -169.9810
3885.132152 85.032 -170.0356
3885.498363 85.031 -170.0901
3885.864574 85.031 -170.1447
3886.230785 85.030 -170.1992
3886.596996 85.029 -170.2537
3886.963207 85.028 -170.3083
3887.329418 85.028 -170.3628
3887.695629 85.027 -170.4172
3888.061840 85.026 -170.4718
3888.428051 85.025 -170.5264
3888.794262 85.025 -170.5808
3889.160473 85.024 -170.6354
3889.526684 85.023 -170.6898
3889.892895 85.022 -170.7444
3890.259106 85.022 -170.7988
3890.625317 85.021 -170.8533
3890.991528 85.020 -170.9077
3891.357739 85.019 -170.9623
3891.723949 85.019 -171.0167
3892.090160 85.018 -171.0713
3892.456371 85.017 -171.1257
3892.822582 85.016 -171.1802
3893.188793 85.016 -171.2346
3893.555004 85.015 -171.2891
3893.921215 85.014 -171.3435
3894.287426 85.014 -171.3979
3894.653637 85.013 -171.4524
3895.019848 85.012 -171.5068
3895.386059 85.011 -171.5612
3895.752270 85.011 -171.6156
3896.118481 85.010 -171.6700
3896.484692 85.009 -171.7244
3896.850903 85.008 -171.7788
3897.217114 85.008 -171.8333
3897.583325 85.007 -171.8877
3897.949536 85.006 -171.9420
3898.315747 85.005 -171.9963
3898.681958 85.005 -172.0508
3899.048169 85.004 -172.1052
3899.414380 85.003 -172.1595
3899.780591 85.003 -172.2139
3900.146802 85.002 -172.2683
3900.513013 85.001 -172.3228
3900.879224 85.000 -172.3770
3901.245435 85.000 -172.4314
3901.611646 84.999 -172.4857
3901.977857 84.998 -172.5400
3902.344068 84.997 -172.5945
3902.710279 84.997 -172.6487
3903.076489 84.996 -172.7031
3903.442700 84.995 -172.7574
3903.808911 84.995 -172.8118
3904.175122 84.994 -172.8661
3904.541333 84.993 -172.9204
3904.907544 84.992 -172.9747
3905.273755 84.992 -173.0291
3905.639966 84.991 -173.0833
3906.006177 84.990 -173.1377
3906.372388 84.989 -173.1919
3906.738599 84.989 -173.2462
3907.104810 84.988 -173.3005
3907.471021 84.987 -173.3547
3907.837232 84.987 -173.4091
3908.203443 84.986 -173.4634
3908.569654 84.985 -173.5176
3908.935865 84.984 -173.5719
3909.302076 84.984 -173.6262
3909.668287 84.983 -173.6804
3910.034498 84.982 -173.7346
3910.400709 84.982 -173.7889
3910.766920 84.981 -173.8431
3911.133131 84.980 -173.8975
3911.499342 84.979 -173.9517
3911.865553 84.979 -174.0059
3912.231764 84.978 -174.0601
3912.597975 84.977 -174.1143
3912.964186 84.977 -174.1686
3913.330397 84.976 -174.2228
3913.696608 84.975 -174.2770
3914.062818 84.974 -174.3312
3914.429029 84.974 -174.3855
3914.795240 84.973 -174.4397
3915.161451 84.972 -174.4939
3915.527662 84.972 -174.5481
3915.893873 84.971 -174.6022
3916.260084 84.970 -174.6564
3916.626295 84.969 -174.7106
3916.992506 84.969 -174.7648
3917.358717 84.968 -174.8188
3917.724928 84.967 -174.8730
3918.091139 84.967 -174.9272
3918.457350 84.966 -174.9814
3918.823561 84.965 -175.0356
3919.189772 84.964 -175.0897
3919.555983 84.964 -175.1439
3919.922194 84.963 -175.1980
3920.288405 84.962 -175.2522
3920.654616 84.962 -175.3064
3921.020827 84.961 -175.3605
3921.387038 84.960 -175.4146
3921.753249 84.960 -175.4688
3922.119460 84.959 -175.5228
3922.485671 84.958 -175.5769
3922.851882 84.957 -175.6311
3923.218093 84.957 -175.6852
3923.584304 84.956 -175.7393
3923.950515 84.955 -175.7935
3924.316726 84.955 -175.8475
3924.682937 84.954 -175.9016
3925.049148 84.953 -175.9557
3925.415358 84.953 -176.0098
3925.781569 84.952 -176.0640
3926.147780 84.951 -176.1179
3926.513991 84.950 -176.1721
3926.880202 84.950 -176.2261
3927.246413 84.949 -176.2803
3927.612624 84.948 -176.3342
3927.978835 84.948 -176.3883
3928.345046 84.947 -176.4424
3928.711257 84.946 -176.4965
3929.077468 84.946 -176.5505
3929.443679 84.945 -176.6045
3929.809890 84.944 -176.6586
3930.176101 84.943 -176.7126
3930.542312 84.943 -176.7666
3930.908523 84.942 -176.8207
3931.274734 84.941 -176.8748
3931.640945 84.941 -176.9287
3932.007156 84.940 -176.9828
3932.373367 84.939 -177.0369
3932.739578 84.939 -177.0908
3933.105789 84.938 -177.1448
3933.472000 84.937 -177.1987
3933.838211 84.937 -177.2528
3934.204422 84.936 -177.3069
3934.570633 84.935 -177.3608
3934.936844 84.935 -177.4148
3935.303055 84.934 -177.4688
3935.669266 84.933 -177.5227
3936.035477 84.932 -177.5767
3936.401688 84.932 -177.6307
3936.767898 84.931 -177.6847
3937.134109 84.930 -177.7386
3937.500320 84.930 -177.7926
3937.866531 84.929 -177.8467
3938.232742 84.928 -177.9006
3938.598953 84.928 -177.9546
3938.965164 84.927 -178.0085
3939.331375 84.926 -178.0624
3939.697586 84.926 -178.1163
3940.063797 84.925 -178.1703
3940.430008 84.924 -178.2242
3940.796219 84.924 -178.2781
3941.162430 84.923 -178.3320
3941.528641 84.922 -178.3860
3941.894852 84.921 -178.4399
3942.261063 84.921 -178.4939
3942.627274 84.920 -178.5479
3942.993485 84.919 -178.6017
3943.359696 84.919 -178.6555
3943.725907 84.918 -178.7095
3944.092118 84.917 -178.7634
3944.458329 84.917 -178.8173
3944.824540 84.916 -178.8711
3945.190751 84.915 -178.9250
3945.556962 84.915 -178.9790
3945.923173 84.914 -179.0328
3946.289384 84.913 -179.0867
3946.655595 84.913 -179.1406
3947.021806 84.912 -179.1945
3947.388017 84.911 -179.2483
3947.754227 84.911 -179.3022
3948.120438 84.910 -179.3560
3948.486649 84.909 -179.4099
3948.852860 84.909 -179.4637
3949.219071 84.908 -179.5176
3949.585282 84.907 -179.5714
3949.951493 84.907 -179.6252
3950.317704 84.906 -179.6792
3950.683915 84.905 -179.7329
3951.050126 84.905 -179.7869
3951.416337 84.904 -179.8406
3951.782548 84.903 -179.8944
3952.148759 84.903 -179.9482
3952.514970 84.902 179.9979
3952.881181 84.901 179.9442
3953.247392 84.901 179.8904
3953.613603 84.900 179.8364
3953.979814 84.899 179.7827
3954.346025 84.899 179.7290
3954.712236 84.898 179.6750
3955.078447 84.897 179.6213
3955.444658 84.897 179.5676
3955.810869 84.896 179.5137
3956.177080 84.895 179.4600
3956.543291 84.895 179.4062
3956.909502 84.894 179.3524
3957.275713 84.893 179.2986
3957.641924 84.893 179.2449
3958.008135 84.892 179.1912
3958.374346 84.891 179.1375
3958.740557 84.891 179.0837
3959.106767 84.890 179.0298
3959.472978 84.889 178.9761
3959.839189 84.889 178.9224
3960.205400 84.888 178.8687
3960.571611 84.887 178.8149
3960.937822 84.887 178.7612
3961.304033 84.886 178.7075
3961.670244 84.885 178.6537
3962.036455 84.885 178.6001
3962.402666 84.884 178.5464
3962.768877 84.883 178.4926
3963.135088 84.883 178.4390
3963.501299 84.882 178.3853
3963.867510 84.881 178.3314
3964.233721 84.881 178.2777
3964.599932 84.880 178.2241
3964.966143 84.879 178.1704
3965.332354 84.879 178.1167
3965.698565 84.878 178.0630
3966.064776 84.877 178.0093
3966.430987 84.877 177.9556
3966.797198 84.876 177.9020
3967.163409 84.875 177.8483
3967.529620 84.875 177.7946
3967.895831 84.874 177.7410
3968.262042 84.873 177.6873
3968.628253 84.873 177.6335
3968.994464 84.872 177.5800
3969.360675 84.872 177.5264
3969.726886 84.871 177.4727
3970.093096 84.870 177.4191
3970.459307 84.870 177.3655
3970.825518 84.869 177.3118
3971.191729 84.868 177.2581
3971.557940 84.868 177.2045
3971.924151 84.867 177.1509
3972.290362 84.866 177.0972
3972.656573 84.866 177.0437
3973.022784 84.865 176.9900
3973.388995 84.864 176.9363
3973.755206 84.864 176.8828
3974.121417 84.863 176.8291
3974.487628 84.862 176.7755
3974.853839 84.862 176.7219
3975.220050 84.861 176.6683
3975.586261 84.860 176.6147
3975.952472 84.860 176.5612
3976.318683 84.859 176.5076
3976.684894 84.859 176.4539
3977.051105 84.858 176.4004
3977.417316 84.857 176.3469
3977.783527 84.857 176.2932
3978.149738 84.856 176.2397
3978.515949 84.855 176.1862
3978.882160 84.855 176.1326
3979.248371 84.854 176.0790
3979.614582 84.853 176.0254
3979.980793 84.853 175.9719
3980.347004 84.852 175.9182
3980.713215 84.851 175.8647
3981.079426 84.851 175.8113
3981.445636 84.850 175.7577
3981.811847 84.850 175.7041
3982.178058 84.849 175.6506
3982.544269 84.848 175.5970
3982.910480 84.848 175.5436
3983.276691 84.847 175.4900
3983.642902 84.846 175.4365
3984.009113 84.846 175.3831
3984.375324 84.845 175.3296
3984.741535 84.844 175.2759
3985.107746 84.844 175.2225
3985.473957 84.843 175.1689
3985.840168 84.843 175.1155
3986.206379 84.842 175.0620
3986.572590 84.841 175.0085
3986.938801 84.841 174.9550
3987.305012 84.840 174.9015
3987.671223 84.839 174.8481
3988.037434 84.839 174.7944
3988.403645 84.838 174.7410
3988.769856 84.837 174.6876
3989.136067 84.837 174.6340
3989.502278 84.836 174.5806
3989.868489 84.836 174.5272
3990.234700 84.835 174.4736
3990.600911 84.834 174.4202
3990.967122 84.834 174.3668
3991.333333 84.833 174.3135
3991.699544 84.832 174.2599
3992.065755 84.832 174.2065
3992.431966 84.831 174.1531
3992.798176 84.831 174.0996
3993.164387 84.830 174.0461
3993.530598 84.829 173.9927
3993.896809 84.829 173.9392
3994.263020 84.828 173.8859
3994.629231 84.827 173.8325
3994.995442 84.827 173.7791
3995.361653 84.826 173.7256
3995.727864 84.826 173.6722
3996.094075 84.825 173.6188
3996.460286 84.824 173.5654
3996.826497 84.824 173.5120
3997.192708 84.823 173.4585
3997.558919 84.822 173.4052
3997.925130 84.822 173.3518
3998.291341 84.821 173.2983
3998.657552 84.821 173.2450
3999.023763 84.820 173.1917
3999.389974 84.819 173.1382
3999.756185 84.819 173.0848
4000.122396 84.818 173.0315
4000.488607 84.817 172.9781
4000.854818 84.817 172.9247
4001.221029 84.816 172.8713
4001.587240 84.816 172.8181
4001.953451 84.815 172.7646
4002.319662 84.814 172.7112
4002.685873 84.814 172.6580
4003.052084 84.813 172.6045
4003.418295 84.812 172.5513
4003.784505 84.812 172.4979
4004.150716 84.811 172.4446
4004.516927 84.811 172.3911
4004.883138 84.810 172.3379
4005.249349 84.809 172.2844
4005.615560 84.809 172.2312
4005.981771 84.808 172.1780
4006.347982 84.807 172.1245
4006.714193 84.807 172.0713
4007.080404 84.806 172.0179
4007.446615 84.806 171.9646
4007.812826 84.805 171.9113
4008.179037 84.804 171.8580
4008.545248 84.804 171.8047
4008.911459 84.803 171.7513
4009.277670 84.803 171.6981
4009.643881 84.802 171.6448
4010.010092 84.801 171.5914
4010.376303 84.801 171.5381
4010.742514 84.800 171.4849
4011.108725 84.799 171.4316
4011.474936 84.799 171.3783
4011.841147 84.798 171.3251
4012.207358 84.798 171.2717
4012.573569 84.797 171.2185
4012.939780 84.796 171.1653
4013.305991 84.796 171.1121
4013.672202 84.795 171.0586
4014.038413 84.795 171.0054
4014.404624 84.794 170.9521
4014.770835 84.793 170.8989
4015.137045 84.793 170.8457
4015.503256 84.792 170.7925
4015.869467 84.792 170.7391
4016.235678 84.791 170.6859
4016.601889 84.790 170.6327
4016.968100 84.790 170.5793
4017.334311 84.789 170.5261
4017.700522 84.789 170.4729
4018.066733 84.788 170.4197
4018.432944 84.787 170.3665
4018.799155 84.787 170.3132
4019.165366 84.786 170.2600
4019.531577 84.785 170.2068
4019.897788 84.785 170.1536
4020.263999 84.784 170.1003
4020.630210 84.784 170.0471
4020.996421 84.783 169.9939
4021.362632 84.782 169.9408
4021.728843 84.782 169.8875
4022.095054 84.781 169.8344
4022.461265 84.781 169.7812
4022.827476 84.780 169.7279
4023.193687 84.779 169.6748
4023.559898 84.779 169.6216
4023.926109 84.778 169.5684
4024.292320 84.778 169.5151
4024.658531 84.777 169.4620
4025.024742 84.776 169.4088
4025.390953 84.776 169.3556
4025.757164 84.775 169.3025
4026.123374 84.775 169.2493
4026.489585 84.774 169.1960
4026.855796 84.773 169.1431
4027.222007 84.773 169.0898
4027.588218 84.772 169.0366
4027.954429 84.772 168.9835
4028.320640 84.771 168.9303
4028.686851 84.770 168.8772
4029.053062 84.770 168.8240
4029.419273 84.769 168.7709
4029.785484 84.769 168.7178
4030.151695 84.768 168.6646
4030.517906 84.767 168.6115
4030.884117 84.767 168.5583
4031.250328 84.766 168.5051
4031.616539 84.766 168.4521
4031.982750 84.765 168.3989
4032.348961 84.764 168.3457
4032.715172 84.764 168.2927
4033.081383 84.763 168.2395
4033.447594 84.763 168.1864
4033.813805 84.762 168.1333
4034.180016 84.761 168.0801
4034.546227 84.761 168.0271
4034.912438 84.760 167.9740
4035.278649 84.760 167.9209
4035.644860 84.759 167.8677
4036.011071 84.758 167.8147
4036.377282 84.758 167.7616
4036.743493 84.757 167.7085
4037.109704 84.757 167.6554
4037.475914 84.756 167.6023
4037.842125 84.756 167.5491
4038.208336 84.755 167.4961
4038.574547 84.754 167.4431
4038.940758 84.754 167.3899
4039.306969 84.753 167.3369
4039.673180 84.753 167.2838
4040.039391 84.752 167.2307
4040.405602 84.751 167.1776
4040.771813 84.751 167.1245
4041.138024 84.750 167.0715
4041.504235 84.750 167.0183
4041.870446 84.749 166.9653
4042.236657 84.748 166.9124
4042.602868 84.748 166.8591
4042.969079 84.747 166.8062
4043.335290 84.747 166.7532
4043.701501 84.746 166.7001
4044.067712 84.746 166.6471
4044.433923 84.745 166.5940
4044.800134 84.744 166.5410
4045.166345 84.744 166.4880
4045.532556 84.743 166.4349
4045.898767 84.743 166.3818
4046.264978 84.742 166.3289
4046.631189 84.741 166.2759
4046.997400 84.741 166.2227
4047.363611 84.740 166.1698
4047.729822 84.740 166.1167
4048.096033 84.739 166.0637
4048.462243 84.738 166.0107
4048.828454 84.738 165.9578
4049.194665 84.737 165.9045
4049.560876 84.737 165.8516
4049.927087 84.736 165.7986
4050.293298 84.736 165.7456
4050.659509 84.735 165.6926
4051.025720 84.734 165.6396
4051.391931 84.734 165.5867
4051.758142 84.733 165.5337
4052.124353 84.733 165.4807
4052.490564 84.732 165.4277
4052.856775 84.731 165.3746
4053.222986 84.731 165.3218
4053.589197 84.730 165.2688
4053.955408 84.730 165.2157
4054.321619 84.729 165.1628
4054.687830 84.729 165.1099
4055.054041 84.728 165.0568
4055.420252 84.727 165.0038
4055.786463 84.727 164.9509
4056.152674 84.726 164.8979
4056.518885 84.726 164.8450
4056.885096 84.725 164.7920
4057.251307 84.725 164.7390
4057.617518 84.724 164.6860
4057.983729 84.723 164.6332
4058.349940 84.723 164.5801
4058.716151 84.722 164.5272
4059.082362 84.722 164.4744
4059.448573 84.721 164.4214
4059.814783 84.720 164.3684
4060.180994 84.720 164.3154
4060.547205 84.719 164.2626
4060.913416 84.719 164.2095
4061.279627 84.718 164.1567
4061.645838 84.718 164.1038
4062.012049 84.717 164.0508
4062.378260 84.716 163.9979
4062.744471 84.716 163.9451
4063.110682 84.715 163.8921
4063.476893 84.715 163.8391
4063.843104 84.714 163.7863
4064.209315 84.714 163.7333
4064.575526 84.713 163.6804
4064.941737 84.712 163.6274
4065.307948 84.712 163.5745
4065.674159 84.711 163.5217
4066.040370 84.711 163.4688
4066.406581 84.710 163.4158
4066.772792 84.710 163.3630
4067.139003 84.709 163.3101
4067.505214 84.708 163.2573
4067.871425 84.708 163.2043
4068.237636 84.707 163.1515
4068.603847 84.707 163.0986
4068.970058 84.706 163.0457
4069.336269 84.706 162.9929
4069.702480 84.705 162.9399
4070.068691 84.704 162.8870
4070.434902 84.704 162.8342
4070.801113 84.703 162.7814
4071.167323 84.703 162.7284
4071.533534 84.702 162.6755
4071.899745 84.702 162.6228
4072.265956 84.701 162.5698
4072.632167 84.700 162.5170
4072.998378 84.700 162.4641
4073.364589 84.699 162.4113
4073.730800 84.699 162.3584
4074.097011 84.698 162.3057
4074.463222 84.698 162.2528
4074.829433 84.697 162.2000
4075.195644 84.696 162.1471
4075.561855 84.696 162.0942
4075.928066 84.695 162.0414
4076.294277 84.695 161.9886
4076.660488 84.694 161.9358
4077.026699 84.694 161.8829
4077.392910 84.693 161.8301
4077.759121 84.692 161.7773
4078.125332 84.692 161.7244
4078.491543 84.691 161.6716
4078.857754 84.691 161.6189
4079.223965 84.690 161.5659
4079.590176 84.690 161.5132
4079.956387 84.689 161.4604
4080.322598 84.688 161.4076
4080.688809 84.688 161.3547
4081.055020 84.687 161.3020
4081.421231 84.687 161.2493
4081.787442 84.686 161.1964
4082.153652 84.686 161.1437
4082.519863 84.685 161.0908
4082.886074 84.684 161.0381
4083.252285 84.684 160.9854
4083.618496 84.683 160.9325
4083.984707 84.683 160.8796
4084.350918 84.682 160.8269
4084.717129 84.682 160.7742
4085.083340 84.681 160.7214
4085.449551 84.680 160.6687
4085.815762 84.680 160.6158
4086.181973 84.679 160.5630
4086.548184 84.679 160.5103
4086.914395 84.678 160.4575
4087.280606 84.678 160.4048
4087.646817 84.677 160.3521
4088.013028 84.677 160.2993
4088.379239 84.676 160.2466
4088.745450 84.675 160.1938
4089.111661 84.675 160.1411
4089.477872 84.674 160.0884
4089.844083 84.674 160.0355
4090.210294 84.673 159.9829
4090.576505 84.673 159.9302
4090.942716 84.672 159.8773
4091.308927 84.671 159.8247
4091.675138 84.671 159.7720
4092.041349 84.670 159.7192
4092.407560 84.670 159.6665
4092.773771 84.669 159.6138
4093.139982 84.669 159.5610
4093.506192 84.668 159.5083
4093.872403 84.668 159.4556
4094.238614 84.667 159.4028
4094.604825 84.666 159.3501
4094.971036 84.666 159.2975
4095.337247 84.665 159.2448
4095.703458 84.665 159.1920
4096.069669 84.664 159.1394
4096.435880 84.664 159.0867
4096.802091 84.663 159.0339
4097.168302 84.662 158.9812
4097.534513 84.662 158.9286
4097.900724 84.661 158.8759
4098.266935 84.661 158.8232
4098.633146 84.660 158.7705
4098.999357 84.660 158.7178
4099.365568 84.659 158.6652
4099.731779 84.659 158.6125
4100.097990 84.658 158.5598
4100.464201 84.657 158.5071
4100.830412 84.657 158.4545
4101.196623 84.656 158.4019
4101.562834 84.656 158.3491
4101.929045 84.655 158.2965
4102.295256 84.655 158.2439
4102.661467 84.654 158.1912
4103.027678 84.654 158.1385
4103.393889 84.653 158.0859
4103.760100 84.652 158.0332
4104.126311 84.652 157.9807
4104.492521 84.651 157.9280
4104.858732 84.651 157.8754
4105.224943 84.650 157.8228
4105.591154 84.650 157.7700
4105.957365 84.649 157.7175
4106.323576 84.649 157.6648
4106.689787 84.648 157.6122
4107.055998 84.647 157.5596
4107.422209 84.647 157.5070
4107.788420 84.646 157.4543
4108.154631 84.646 157.4017
4108.520842 84.645 157.3491
4108.887053 84.645 157.2965
4109.253264 84.644 157.2439
4109.619475 84.644 157.1913
4109.985686 84.643 157.1387
4110.351897 84.642 157.0862
4110.718108 84.642 157.0334
4111.084319 84.641 156.9810
4111.450530 84.641 156.9283
4111.816741 84.640 156.8757
4112.182952 84.640 156.8231
4112.549163 84.639 156.7705
4112.915374 84.639 156.7180
4113.281585 84.638 156.6654
4113.647796 84.637 156.6128
4114.014007 84.637 156.5603
4114.380218 84.636 156.5077
4114.746429 84.636 156.4551
4115.112640 84.635 156.4026
4115.478851 84.635 156.3500
4115.845061 84.634 156.2974
4116.211272 84.634 156.2449
4116.577483 84.633 156.1924
4116.943694 84.632 156.1398
4117.309905 84.632 156.0872
4117.676116 84.631 156.0347
4118.042327 84.631 155.9822
4118.408538 84.630 155.9296
4118.774749 84.630 155.8771
4119.140960 84.629 155.8245
4119.507171 84.629 155.7720
4119.873382 84.628 155.7195
4120.239593 84.627 155.6670
4120.605804 84.627 155.6144
4120.972015 84.626 155.5619
4121.338226 84.626 155.5093
4121.704437 84.625 155.4568
4122.070648 84.625 155.4043
4122.436859 84.624 155.3518
4122.803070 84.624 155.2993
4123.169281 84.623 155.2468
4123.535492 84.622 155.1943
4123.901703 84.622 155.1418
4124.267914 84.621 155.0894
4124.634125 84.621 155.0369
4125.000336 84.620 154.9844
4125.366547 84.620 154.9319
4125.732758 84.619 154.8794
4126.098969 84.619 154.8269
4126.465180 84.618 154.7744
4126.831391 84.618 154.7219
4127.197601 84.617 154.6694
4127.563812 84.616 154.6169
4127.930023 84.616 154.5645
4128.296234 84.615 154.5120
4128.662445 84.615 154.4595
4129.028656 84.614 154.4070
4129.394867 84.614 154.3545
4129.761078 84.613 154.3021
4130.127289 84.613 154.2496
4130.493500 84.612 154.1973
4130.859711 84.611 154.1448
4131.225922 84.611 154.0923
4131.592133 84.610 154.0398
4131.958344 84.610 153.9874
4132.324555 84.609 153.9351
4132.690766 84.609 153.8826
4133.056977 84.608 153.8301
4133.423188 84.608 153.7776
4133.789399 84.607 153.7252
4134.155610 84.607 153.6729
4134.521821 84.606 153.6204
4134.888032 84.605 153.5680
4135.254243 84.605 153.5156
4135.620454 84.604 153.4631
4135.986665 84.604 153.4106
4136.352876 84.603 153.3584
4136.719087 84.603 153.3059
4137.085298 84.602 153.2534
4137.451509 84.602 153.2012
4137.817720 84.601 153.1487
4138.183930 84.601 153.0963
4138.550141 84.600 153.0439
4138.916352 84.599 152.9915
4139.282563 84.599 152.9392
4139.648774 84.598 152.8867
4140.014985 84.598 152.8344
4140.381196 84.597 152.7820
4140.747407 84.597 152.7296
4141.113618 84.596 152.6772
4141.479829 84.596 152.6248
4141.846040 84.595 152.5725
4142.212251 84.595 152.5200
4142.578462 84.594 152.4678
4142.944673 84.593 152.4154
4143.310884 84.593 152.3630
4143.677095 84.592 152.3107
4144.043306 84.592 152.2583
4144.409517 84.591 152.2059
4144.775728 84.591 152.1536
4145.141939 84.590 152.1013
4145.508150 84.590 152.0488
4145.874361 84.589 151.9966
4146.240572 84.589 151.9442
4146.606783 84.588 151.8918
4146.972994 84.587 151.8396
4147.339205 84.587 151.7872
4147.705416 84.586 151.7349
4148.071627 84.586 151.6826
4148.437838 84.585 151.6302
4148.804049 84.585 151.5779
4149.170260 84.584 151.5256
4149.536470 84.584 151.4734
4149.902681 84.583 151.4210
4150.268892 84.583 151.3687
4150.635103 84.582 151.3164
4151.001314 84.581 151.2640
4151.367525 84.581 151.2117
4151.733736 84.580 151.1594
4152.099947 84.580 151.1072
4152.466158 84.579 151.0549
4152.832369 84.579 151.0026
4153.198580 84.578 150.9502
4153.564791 84.578 150.8979
4153.931002 84.577 150.8457
4154.297213 84.577 150.7935
4154.663424 84.576 150.7412
4155.029635 84.576 150.6890
4155.395846 84.575 150.6366
4155.762057 84.574 150.5844
4156.128268 84.574 150.5321
4156.494479 84.573 150.4797
4156.860690 84.573 150.4275
4157.226901 84.572 150.3752
4157.593112 84.572 150.3230
4157.959323 84.571 150.2708
4158.325534 84.571 150.2185
4158.691745 84.570 150.1663
4159.057956 84.570 150.1140
4159.424167 84.569 150.0618
4159.790378 84.568 150.0095
4160.156589 84.568 149.9573
4160.522799 84.567 149.9052
4160.889010 84.567 149.8529
4161.255221 84.566 149.8007
4161.621432 84.566 149.7485
4161.987643 84.565 149.6963
4162.353854 84.565 149.6440
4162.720065 84.564 149.5918
4163.086276 84.564 149.5396
4163.452487 84.563 149.4873
4163.818698 84.563 149.4352
4164.184909 84.562 149.3829
4164.551120 84.561 149.3308
4164.917331 84.561 149.2786
4165.283542 84.560 149.2263
4165.649753 84.560 149.1741
4166.015964 84.559 149.1219
4166.382175 84.559 149.0698
4166.748386 84.558 149.0176
4167.114597 84.558 148.9653
4167.480808 84.557 148.9132
4167.847019 84.557 148.8611
4168.213230 84.556 148.8088
4168.579441 84.556 148.7567
4168.945652 84.555 148.7046
4169.311863 84.554 148.6523
4169.678074 84.554 148.6002
4170.044285 84.553 148.5481
4170.410496 84.553 148.4958
4170.776707 84.552 148.4437
4171.142918 84.552 148.3916
4171.509129 84.551 148.3394
4171.875339 84.551 148.2874
4172.241550 84.550 148.2351
4172.607761 84.550 148.1830
4172.973972 84.549 148.1309
4173.340183 84.549 148.0787
4173.706394 84.548 148.0266
4174.072605 84.548 147.9744
4174.438816 84.547 147.9224
4174.805027 84.546 147.8701
4175.171238 84.546 147.8181
4175.537449 84.545 147.7659
4175.903660 84.545 147.7139
4176.269871 84.544 147.6616
4176.636082 84.544 147.6096
4177.002293 84.543 147.5575
4177.368504 84.543 147.5054
4177.734715 84.542 147.4532
4178.100926 84.542 147.4011
4178.467137 84.541 147.3491
4178.833348 84.541 147.2969
4179.199559 84.540 147.2449
4179.565770 84.540 147.1927
4179.931981 84.539 147.1406
4180.298192 84.538 147.0886
4180.664403 84.538 147.0366
4181.030614 84.537 146.9845
4181.396825 84.537 146.9324
4181.763036 84.536 146.8804
4182.129247 84.536 146.8282
4182.495458 84.535 146.7761
4182.861668 84.535 146.7241
4183.227879 84.534 146.6721
4183.594090 84.534 146.6200
4183.960301 84.533 146.5679
4184.326512 84.533 146.5159
4184.692723 84.532 146.4639
4185.058934 84.532 146.4117
4185.425145 84.531 146.3596
4185.791356 84.530 146.3076
4186.157567 84.530 146.2556
4186.523778 84.529 146.2036
4186.889989 84.529 146.1516
4187.256200 84.528 146.0995
4187.622411 84.528 146.0475
4187.988622 84.527 145.9954
4188.354833 84.527 145.9434
4188.721044 84.526 145.8914
4189.087255 84.526 145.8394
4189.453466 84.525 145.7874
4189.819677 84.525 145.7354
4190.185888 84.524 145.6833
4190.552099 84.524 145.6313
4190.918310 84.523 145.5793
4191.284521 84.523 145.5273
4191.650732 84.522 145.4752
4192.016943 84.521 145.4232
4192.383154 84.521 145.3712
4192.749365 84.520 145.3192
4193.115576 84.520 145.2673
4193.481787 84.519 145.2153
4193.847998 84.519 145.1633
4194.214208 84.518 145.1113
4194.580419 84.518 145.0593
4194.946630 84.517 145.0073
4195.312841 84.517 144.9553
4195.679052 84.516 144.9033
4196.045263 84.516 144.8513
4196.411474 84.515 144.7993
4196.777685 84.515 144.7474
4197.143896 84.514 144.6954
4197.510107 84.514 144.6436
4197.876318 84.513 144.5916
4198.242529 84.513 144.5396
4198.608740 84.512 144.4875
4198.974951 84.511 144.4357
4199.341162 84.511 144.3838
4199.707373 84.510 144.3318
4200.073584 84.510 144.2798
4200.439795 84.509 144.2278
4200.806006 84.509 144.1759
4201.172217 84.508 144.1240
4201.538428 84.508 144.0720
4201.904639 84.507 144.0200
4202.270850 84.507 143.9681
4202.637061 84.506 143.9163
4203.003272 84.506 143.8643
4203.369483 84.505 143.8124
4203.735694 84.505 143.7605
4204.101905 84.504 143.7085
4204.468116 84.504 143.6566
4204.834327 84.503 143.6047
4205.200538 84.503 143.5527
4205.566748 84.502 143.5010
4205.932959 84.501 143.4490
4206.299170 84.501 143.3971
4206.665381 84.500 143.3452
4207.031592 84.500 143.2932
4207.397803 84.499 143.2415
4207.764014 84.499 143.1895
4208.130225 84.498 143.1376
4208.496436 84.498 143.0857
4208.862647 84.497 143.0338
4209.228858 84.497 142.9819
4209.595069 84.496 142.9301
4209.961280 84.496 142.8782
4210.327491 84.495 142.8263
4210.693702 84.495 142.7744
4211.059913 84.494 142.7225
4211.426124 84.494 142.6707
4211.792335 84.493 142.6188
4212.158546 84.493 142.5669
